type,step,total_transactions,fraud_count,total_amount,avg_amount,max_amount,fraud_rate_pct
CASH_IN,140,8036,0,1209317900.79,150487.54365231458,849427.69,0.0
CASH_IN,141,3698,0,552317584.06,149355.755559762,878847.92,0.0
CASH_IN,142,2305,0,352211954.31,152803.45089370932,953870.52,0.0
CASH_IN,143,1342,0,214319862.09,159701.8346423249,804022.47,0.0
CASH_IN,144,473,0,77165607.14,163140.81847780128,794379.27,0.0
CASH_IN,145,224,0,35377857.16,157936.86232142855,633984.84,0.0
CASH_IN,146,151,0,24693733.18,163534.65682119204,625104.22,0.0
CASH_IN,153,4303,0,723874794.36,168225.60872879386,1029140.43,0.0
CASH_IN,154,6825,0,1186542840.84,173852.4308923077,1210044.01,0.0
CASH_IN,155,6796,0,1237424711.08,182081.3288816951,768112.83,0.0
CASH_IN,156,6403,0,1167286598.56,182303.07645791036,1529738.97,0.0
CASH_IN,157,6851,0,1247831201.86,182138.54938841044,898428.21,0.0
CASH_IN,158,6120,0,1113014067.11,181865.04364542483,838643.75,0.0
CASH_IN,159,6292,0,1091864290.98,173532.1505054037,881535.64,0.0
CASH_IN,160,6121,0,1094176296.52,178757.7677699722,777762.61,0.0
CASH_IN,161,7561,0,1306701851.06,172821.30023277344,1195787.72,0.0
CASH_IN,162,8757,0,1465689844.04,167373.51193787827,1250403.33,0.0
CASH_IN,163,10850,0,1710334597.96,157634.5251576037,1240711.42,0.0
CASH_IN,164,8516,0,1223009722.98,143613.16615547205,1138272.95,0.0
CASH_IN,165,3629,0,538766748.81,148461.49044089278,878195.81,0.0
CASH_IN,166,2367,0,361132599.4,152569.75048584706,724089.81,0.0
CASH_IN,167,1394,0,211353038.54,151616.2399856528,937053.09,0.0
CASH_IN,168,575,0,100055364.35,174009.3293043478,755619.76,0.0
CASH_IN,169,208,0,36285255.03,174448.34149038463,684011.78,0.0
CASH_IN,170,117,0,19357284.06,165446.8723076923,604266.07,0.0
CASH_IN,177,4048,0,668167100.66,165061.04265316206,751204.11,0.0
CASH_IN,178,6760,0,1170793995.87,173194.37808727808,1588281.27,0.0
CASH_IN,179,6977,0,1214045276.05,174006.77598538052,1145418.77,0.0
CASH_IN,180,6977,0,1244107381.41,178315.51976637525,776126.79,0.0
CASH_IN,181,7129,0,1230566605.21,172614.19627016413,1202703.32,0.0
CASH_IN,182,6967,0,1248313378.71,179175.16559638295,1397963.94,0.0
CASH_IN,183,6896,0,1211934782.81,175744.60307569604,862309.63,0.0
CASH_IN,184,7430,0,1286987486.53,173215.0049165545,1457158.64,0.0
CASH_IN,185,8578,0,1494911450.14,174272.72675915132,1388820.12,0.0
CASH_IN,186,9830,0,1630383186.85,165857.90303662256,1355877.1,0.0
CASH_IN,187,11120,0,1731484376.31,155709.02664658273,1285294.92,0.0
CASH_IN,188,8582,0,1270005281.24,147984.76826380796,1602113.2,0.0
CASH_IN,189,3531,0,525739667.36,148892.57076182385,800924.72,0.0
CASH_IN,190,2442,0,350253481.41,143428.94406633909,1225177.33,0.0
CASH_IN,191,1600,0,236784804.43,147990.50276875,1060499.23,0.0
CASH_IN,192,732,0,113018883.25,154397.38148907103,622828.49,0.0
CASH_IN,193,264,0,39527835.98,149726.65143939393,586678.37,0.0
CASH_IN,194,168,0,24573166.69,146268.8493452381,687620.5,0.0
CASH_IN,195,28,0,4692380.3,167585.01071428572,335998.72,0.0
CASH_IN,201,3725,0,596549841.96,160147.60857986577,1675137.6,0.0
CASH_IN,202,7423,0,1222215901.43,164652.5530688401,978495.94,0.0
CASH_IN,203,8142,0,1339659953.73,164536.96312085484,1915267.9,0.0
CASH_IN,204,8319,0,1337017443.0,160718.5290299315,1200399.19,0.0
CASH_IN,205,7411,0,1195533280.68,161318.75329645124,1125725.0,0.0
CASH_IN,206,6372,0,1059933213.13,166342.3121672944,896920.42,0.0
CASH_IN,207,6260,0,1033567238.65,165106.58764376998,882312.83,0.0
CASH_IN,208,6181,0,1021815798.51,165315.61211939817,1097560.17,0.0
CASH_IN,209,6402,0,1031321554.28,161093.6510902843,1464307.42,0.0
CASH_IN,210,6874,0,1086204856.1,158016.4178207739,1782621.49,0.0
CASH_IN,211,7972,0,1210249807.77,151812.56996613147,1399024.87,0.0
CASH_IN,212,6886,0,992760783.78,144170.89511762996,978427.2,0.0
CASH_IN,213,2980,0,439744734.67,147565.347204698,894964.96,0.0
CASH_IN,214,2028,0,308560364.0,152150.0808678501,670541.49,0.0
CASH_IN,215,1352,0,216864528.39,160402.75768491122,1129849.79,0.0
CASH_IN,216,574,0,94592795.54,164795.81104529617,817309.17,0.0
CASH_IN,217,519,0,83574395.45,161029.66368015416,559852.57,0.0
CASH_IN,225,4081,0,677332739.9,165972.24697378094,914002.98,0.0
CASH_IN,226,6252,0,1151875050.97,184241.05101887396,1238524.22,0.0
CASH_IN,227,6976,0,1251403346.47,179386.94760177753,1821279.53,0.0
CASH_IN,228,7110,0,1281054094.11,180176.3845443038,1383339.4,0.0
CASH_IN,229,6249,0,1176329743.26,188242.87778204514,931716.5,0.0
CASH_IN,230,5997,0,1053779484.99,175717.77305152576,809744.21,0.0
CASH_IN,231,6228,0,1123080930.03,180327.7023169557,887628.95,0.0
CASH_IN,232,6090,0,1095641567.26,179908.3033267652,816851.89,0.0
CASH_IN,233,3383,0,602529795.86,178105.17169967486,789647.47,0.0
CASH_IN,234,7264,0,1243672865.16,171210.47152533042,852031.67,0.0
CASH_IN,235,10627,0,1713330097.78,161224.24934412347,940033.65,0.0
CASH_IN,236,7576,0,1121115741.85,147982.54248284054,778022.9,0.0
CASH_IN,237,3422,0,501454469.69,146538.41896259497,725354.58,0.0
CASH_IN,238,1994,0,297635240.01,149265.41625376127,780439.72,0.0
CASH_IN,239,1400,0,218911091.24,156365.06517142858,646778.45,0.0
CASH_IN,240,639,0,99328219.27,155443.22264475742,588253.03,0.0
CASH_IN,241,290,0,46192430.7,159284.24379310347,553607.62,0.0
CASH_IN,242,138,0,22845700.15,165548.5518115942,583225.77,0.0
CASH_IN,249,5610,0,911844745.44,162539.17031016044,765775.41,0.0
CASH_IN,250,7271,0,1320554041.49,181619.3152922569,994225.29,0.0
CASH_IN,251,7888,0,1425000703.99,180654.24746323528,842506.52,0.0
CASH_IN,252,8040,0,1410080393.4,175383.13350746268,850405.24,0.0
CASH_IN,253,7533,0,1315849085.03,174677.96163945307,922419.3,0.0
CASH_IN,254,6361,0,1087839046.2,171016.98572551485,765961.74,0.0
CASH_IN,255,6395,0,1097661345.31,171643.68183111804,812611.98,0.0
CASH_IN,256,6056,0,1023364378.46,168983.54994385733,769227.45,0.0
CASH_IN,257,5905,0,947896295.11,160524.35141574938,789454.86,0.0
CASH_IN,258,5998,0,942661427.29,157162.6254234745,694380.06,0.0
CASH_IN,259,9537,0,1378402686.62,144532.10512949564,820000.09,0.0
CASH_IN,260,6847,0,984614950.09,143802.38792025705,691668.63,0.0
CASH_IN,261,3033,0,422884470.97,139427.78469172437,1045171.96,0.0
CASH_IN,262,2091,0,313422320.76,149891.11466284073,704531.41,0.0
CASH_IN,263,1453,0,224146726.36,154264.7807019959,758932.28,0.0
CASH_IN,264,663,0,103692227.44,156398.53309200602,807827.34,0.0
CASH_IN,265,305,0,48531611.04,159120.0361967213,662279.95,0.0
CASH_IN,266,174,0,25538157.44,146771.01977011494,665203.79,0.0
CASH_IN,267,1,0,44418.9,44418.9,44418.9,0.0
CASH_IN,273,1706,0,265805769.11,155806.42972450177,822645.71,0.0
CASH_IN,274,4214,0,653819323.23,155154.08714523018,753656.26,0.0
CASH_IN,275,5484,0,848555765.63,154732.9988384391,866908.55,0.0
CASH_IN,276,5985,0,947767192.94,158357.09155221388,918740.06,0.0
CASH_IN,277,5932,0,921063441.69,155270.30372387054,770427.98,0.0
CASH_IN,278,5715,0,912936723.34,159743.9585896763,833881.34,0.0
CASH_IN,279,5694,0,905488615.05,159025.04654899894,853477.57,0.0
CASH_IN,280,5891,0,909622916.98,154408.91478187064,795011.14,0.0
CASH_IN,281,5867,0,893754890.88,152335.9282222601,968017.05,0.0
CASH_IN,282,6554,0,977936728.19,149212.19532956975,893155.53,0.0
CASH_IN,283,7662,0,1130245384.28,147513.10157661184,859170.99,0.0
CASH_IN,284,6819,0,982301623.07,144053.61828273942,1095031.1,0.0
CASH_IN,285,2747,0,411525714.46,149809.1425045504,786795.22,0.0
CASH_IN,286,2201,0,354621946.89,161118.5583325761,712620.5,0.0
CASH_IN,287,970,0,164052786.29,169126.58380412371,849087.95,0.0
CASH_IN,288,533,0,94900489.14,178049.6981988743,786536.19,0.0
CASH_IN,289,220,0,36334600.57,165157.2753181818,743201.41,0.0
CASH_IN,290,147,0,27228880.13,185230.47707482992,634427.86,0.0
CASH_IN,297,4843,0,880412614.02,181790.75243031178,842583.94,0.0
CASH_IN,298,6924,0,1259963837.74,181970.51382726748,1380810.22,0.0
CASH_IN,299,7500,0,1351413823.14,180188.509752,810439.03,0.0
CASH_IN,300,7100,0,1336473473.41,188235.7004802817,889678.14,0.0
CASH_IN,301,6807,0,1260485909.68,185174.9536770971,811740.41,0.0
CASH_IN,302,6563,0,1220373667.76,185947.53432271827,891453.65,0.0
CASH_IN,303,5845,0,1089456927.84,186391.26224807528,881760.99,0.0
CASH_IN,304,6065,0,1056200611.34,174146.84440890356,720524.25,0.0
CASH_IN,305,7633,0,1365381492.39,178878.74916677584,1098930.75,0.0
CASH_IN,306,9917,0,1726900793.07,174135.40315317133,929171.07,0.0
CASH_IN,307,10880,0,1793342672.72,164829.28977205884,957426.42,0.0
CASH_IN,308,7741,0,1176348965.05,151963.43690091718,830287.48,0.0
CASH_IN,309,3084,0,477430512.3,154808.85612840467,1167793.9,0.0
CASH_IN,310,2197,0,353202124.47,160765.64609467456,721071.54,0.0
CASH_IN,311,1800,0,301448508.83,167471.39379444445,854068.24,0.0
CASH_IN,312,574,0,97818714.1,170415.8782229965,799420.07,0.0
CASH_IN,313,223,0,40084425.16,179750.785470852,704026.42,0.0
CASH_IN,314,143,0,24233058.39,169461.9467832168,610311.06,0.0
CASH_IN,321,3947,0,674420686.12,170869.18827463896,735592.97,0.0
CASH_IN,322,6053,0,1096744375.64,181190.21570130516,818133.41,0.0
CASH_IN,323,6640,0,1254969980.86,189001.50314156624,924273.17,0.0
CASH_IN,324,6672,0,1235795170.2,185221.09865107914,867524.34,0.0
CASH_IN,325,6423,0,1186581936.56,184739.5199377238,852814.92,0.0
CASH_IN,326,5925,0,1115521665.53,188273.69882362869,999323.03,0.0
CASH_IN,327,5727,0,1026563246.42,179249.7374576567,844403.2,0.0
CASH_IN,328,6372,0,1158988455.64,181887.70490269933,1357360.91,0.0
CASH_IN,329,7108,0,1273804439.32,179207.15240855372,1005037.86,0.0
CASH_IN,330,8042,0,1377601900.32,171300.90777418553,833341.38,0.0
CASH_IN,331,8568,0,1402991632.81,163747.85630368814,873030.68,0.0
CASH_IN,332,7789,0,1212182881.32,155627.53643856721,961909.94,0.0
CASH_IN,333,3081,0,494504737.38,160501.3753261928,853279.89,0.0
CASH_IN,334,2257,0,354216899.54,156941.47077536554,969416.65,0.0
CASH_IN,335,1799,0,293554523.18,163176.4998221234,823827.29,0.0
CASH_IN,336,529,0,87715037.0,165812.92438563326,712118.05,0.0
CASH_IN,337,81,0,13346457.91,164771.08530864198,531262.06,0.0
CASH_IN,338,150,0,26297833.3,175318.88866666667,582624.79,0.0
CASH_IN,345,3236,0,540570022.75,167048.83274103832,1409644.73,0.0
CASH_IN,346,5961,0,1051091341.18,176328.02234188892,848588.38,0.0
CASH_IN,347,7128,0,1264096806.16,177342.42510662178,925742.34,0.0
CASH_IN,348,6952,0,1233197291.55,177387.41247842347,845405.32,0.0
CASH_IN,349,6570,0,1189361732.9,181029.18308980216,889746.41,0.0
CASH_IN,350,6442,0,1111409246.59,172525.4962108041,855550.25,0.0
CASH_IN,351,6155,0,1111599609.16,180601.07378716493,878707.6,0.0
CASH_IN,352,6215,0,1114235310.21,179281.62674336284,821647.53,0.0
CASH_IN,353,6939,0,1220634465.93,175909.27596627758,1573923.99,0.0
CASH_IN,354,8918,0,1502916780.34,168526.2144359722,1194294.37,0.0
CASH_IN,355,10059,0,1552783144.81,154367.54595983695,870397.09,0.0
CASH_IN,356,7308,0,1088375675.59,148929.34805555554,956900.82,0.0
CASH_IN,357,3199,0,474235736.68,148244.99427321038,970068.65,0.0
CASH_IN,358,2340,0,358172406.33,153065.1309102564,749838.82,0.0
CASH_IN,359,1482,0,247048026.85999998,166699.0734547908,873616.25,0.0
CASH_IN,360,501,0,88273594.51,176194.7994211577,703205.93,0.0
CASH_IN,361,228,0,38569941.02,169166.40798245615,593661.66,0.0
CASH_IN,362,145,0,26058864.88,179716.30951724137,644446.29,0.0
CASH_IN,369,3263,0,537897106.64,164847.41239350292,1029597.61,0.0
CASH_IN,370,6071,0,1088561337.03,179305.11234228298,872857.68,0.0
CASH_IN,371,6377,0,1150642511.93,180436.33557001725,894743.21,0.0
CASH_IN,372,6763,0,1307852811.43,193383.5297101878,941104.39,0.0
CASH_IN,373,6650,0,1201014038.79,180603.61485563908,915546.18,0.0
CASH_IN,374,6399,0,1117533310.39,174641.86754024067,805249.51,0.0
CASH_IN,375,5848,0,1058232259.92,180956.26879616964,955926.84,0.0
CASH_IN,376,4409,0,772356341.1,175177.21503742345,777252.74,0.0
CASH_IN,377,3864,0,637646867.94,165022.4813509317,807228.26,0.0
CASH_IN,378,7894,0,1302811640.39,165038.21134912592,958469.48,0.0
CASH_IN,379,9026,0,1412855085.92,156531.69575891868,901540.06,0.0
CASH_IN,380,8155,0,1254653336.24,153850.80763212754,950479.4,0.0
CASH_IN,381,3111,0,459742542.34,147779.66645451623,708434.82,0.0
CASH_IN,382,2420,0,389190660.55,160822.58700413225,921277.43,0.0
CASH_IN,383,1387,0,218715804.27,157689.83725306418,693492.53,0.0
CASH_IN,384,581,0,98654488.55,169801.18511187608,655382.42,0.0
CASH_IN,385,249,0,44029630.53,176825.82542168675,569370.3,0.0
CASH_IN,386,182,0,30163021.77,165730.88884615383,726334.9,0.0
CASH_IN,393,4257,0,715262415.92,168020.2997228095,811574.18,0.0
CASH_IN,394,6839,0,1198969051.59,175313.50366866498,882654.43,0.0
CASH_IN,395,5610,0,1007144937.27,179526.72678609626,1002192.48,0.0
CASH_IN,396,7593,0,1379858280.08,181727.68076912945,1172012.84,0.0
CASH_IN,397,6817,0,1281324964.24,187960.24119700748,1497912.42,0.0
CASH_IN,398,6154,0,1091755313.47,177405.80329379265,878510.79,0.0
CASH_IN,399,6905,0,1267774310.19,183602.3620839971,1379094.53,0.0
CASH_IN,400,6866,0,1246856964.5,181598.74228080397,1021937.81,0.0
CASH_IN,401,7121,0,1247424448.45,175175.45968965034,1096954.58,0.0
CASH_IN,402,8737,0,1472839726.07,168574.9943996795,930421.56,0.0
CASH_IN,403,9861,0,1619187364.52,164201.13218943312,1391058.5,0.0
CASH_IN,404,7697,0,1199492983.41,155839.02603741718,860520.19,0.0
CASH_IN,405,3473,0,546033767.58,157222.50722142242,885996.84,0.0
CASH_IN,406,2342,0,369486077.68,157765.19115286082,844818.62,0.0
CASH_IN,407,1371,0,231874712.94,169128.16407002188,714385.77,0.0
CASH_IN,408,1420,0,230777873.84,162519.62946478874,722120.74,0.0
CASH_IN,409,106,0,19184196.64,180982.98716981133,593856.28,0.0
CASH_IN,413,69,0,10461219.27,151611.87347826085,457877.58,0.0
CASH_IN,416,443,0,69853425.59,157682.67627539503,571482.86,0.0
CASH_IN,419,384,0,68822480.54,179225.20973958334,788926.28,0.0
CASH_IN,420,644,0,114983922.58,178546.46363354038,758174.51,0.0
CASH_IN,422,400,0,77099904.58,192749.76145,728064.92,0.0
CASH_IN,423,223,0,43402091.73,194628.21403587444,651601.84,0.0
CASH_IN,426,1136,0,186280711.89,163979.499903169,680351.59,0.0
CASH_IN,428,775,0,114216788.44,147376.5012129032,773038.87,0.0
CASH_IN,429,616,0,89471794.18,145246.41912337663,622330.49,0.0
CASH_IN,431,269,0,41081037.32,152717.61085501857,585737.61,0.0
CASH_IN,436,94,0,15991870.6,170126.2829787234,608055.57,0.0
CASH_IN,439,204,0,34496249.82,169099.2638235294,671962.66,0.0
CASH_IN,442,350,0,53339446.5,152398.41857142857,702779.04,0.0
CASH_IN,445,2,0,431558.51,215779.255,328577.81,0.0
CASH_IN,448,624,0,93932818.0,150533.3621794872,754492.75,0.0
CASH_IN,449,283,0,46715968.7,165074.09434628976,534497.38,0.0
CASH_IN,451,845,0,129061157.9,152735.09810650887,835611.96,0.0
CASH_IN,452,144,0,21578068.830000002,149847.70020833335,538847.19,0.0
CASH_IN,453,5,0,578204.52,115640.90400000001,197669.5,0.0
CASH_IN,455,158,0,24050379.9,152217.59430379746,674390.41,0.0
CASH_IN,458,113,0,19452973.71,172150.20982300886,713508.57,0.0
CASH_IN,466,238,0,42259435.71,177560.65424369747,789114.6,0.0
CASH_IN,469,1222,0,230903038.38,188955.0232242226,795152.37,0.0
CASH_IN,471,676,0,120664657.5,178498.01405325445,666723.75,0.0
CASH_IN,472,5,0,1118611.0,223722.2,507824.23,0.0
CASH_IN,474,769,0,135607395.79,176342.51728218465,747291.15,0.0
CASH_IN,476,762,0,127181506.57000001,166904.86426509186,748188.32,0.0
CASH_IN,478,399,0,65717359.39,164705.16137844612,714997.87,0.0
CASH_IN,479,182,0,25797654.41,141745.3539010989,705401.02,0.0
CASH_IN,483,120,0,19142231.55,159518.59625,482294.58,0.0
CASH_IN,487,191,0,32664607.46,171018.8872251309,607526.97,0.0
CASH_IN,490,933,0,172318768.05,184693.21334405147,785394.92,0.0
CASH_IN,492,1169,0,218540082.65,186946.17848588538,795152.84,0.0
CASH_IN,493,466,0,83016185.4,178146.3206008584,733225.69,0.0
CASH_IN,495,794,0,132783773.81,167233.97205289672,718203.72,0.0
CASH_IN,496,219,0,39291294.56,179412.30392694066,735539.35,0.0
CASH_IN,500,1296,0,190668980.46,147121.12689814816,696519.37,0.0
CASH_IN,502,118,0,18730360.32,158731.86711864406,696255.9,0.0
CASH_IN,503,328,0,50917981.04,155237.74707317073,612318.01,0.0
CASH_IN,505,155,0,26357358.83,170047.47632258062,689494.86,0.0
CASH_IN,509,102,0,17259447.58,169210.27039215685,627654.2,0.0
CASH_IN,514,2082,0,354774220.23,170400.68214697408,777384.1,0.0
CASH_IN,517,359,0,59046964.019999996,164476.2228969359,575905.59,0.0
CASH_IN,518,853,0,157420080.4,184548.74607268465,770793.99,0.0
CASH_IN,520,736,0,130194004.36,176894.02766304347,786617.08,0.0
CASH_IN,522,4101,0,685214049.14,167084.62549134358,812486.42,0.0
CASH_IN,524,693,0,104104823.15,150223.41002886003,650436.67,0.0
CASH_IN,525,1714,0,252914745.97,147558.19484830805,711866.96,0.0
CASH_IN,526,533,0,81843755.51,153553.0122138837,662969.3,0.0
CASH_IN,527,518,0,81400430.73,157143.68866795368,649414.45,0.0
CASH_IN,528,159,0,27322788.02,171841.4340880503,653100.93,0.0
CASH_IN,530,121,0,19525535.74,161368.06396694214,513544.61,0.0
CASH_IN,531,94,0,16469938.07,175212.10712765958,697130.4,0.0
CASH_IN,534,135,0,23788306.9,176209.68074074073,726927.4,0.0
CASH_IN,538,858,0,140715140.83,164003.66064102566,592963.75,0.0
CASH_IN,540,1076,0,199608562.64000002,185509.81657992565,827813.06,0.0
CASH_IN,542,1013,0,163007445.38,160915.54331688056,698535.56,0.0
CASH_IN,544,2341,0,405208040.84,173091.85853908584,769613.29,0.0
CASH_IN,545,819,0,151686325.94,185209.1891819292,834901.8,0.0
CASH_IN,546,1779,0,321091851.1,180490.07931422148,688544.95,0.0
CASH_IN,547,598,0,102858506.48,172004.1914381271,646850.71,0.0
CASH_IN,548,1167,0,177293908.02,151922.80035989717,762365.79,0.0
CASH_IN,549,184,0,24542643.52,133383.93217391305,515686.63,0.0
CASH_IN,550,824,0,133809968.33,162390.73826456312,755830.94,0.0
CASH_IN,551,177,0,33926063.37,191672.67440677964,1036393.1,0.0
CASH_IN,552,366,0,63465425.05,173402.8006830601,915894.55,0.0
CASH_IN,555,50,0,7896760.21,157935.2042,447931.57,0.0
CASH_IN,563,855,0,157370945.7,184059.58561403508,698786.91,0.0
CASH_IN,564,910,0,164509836.23,180780.0398131868,798689.4,0.0
CASH_IN,565,1085,0,193580856.89,178415.53630414745,731237.08,0.0
CASH_IN,566,350,0,62876754.22,179647.8692,632709.22,0.0
CASH_IN,567,935,0,181519467.05,194138.4674331551,723838.2,0.0
CASH_IN,569,306,0,57918345.64,189275.63934640522,653149.95,0.0
CASH_IN,570,419,0,70371346.65,167950.70799522675,691435.13,0.0
CASH_IN,571,1024,0,170027322.09,166042.30672851563,629631.06,0.0
CASH_IN,573,733,0,105995044.49,144604.4263165075,622894.81,0.0
CASH_IN,574,576,0,96875686.68,168186.95604166668,613319.63,0.0
CASH_IN,576,174,0,28443314.81,163467.32649425286,517854.28,0.0
CASH_IN,577,104,0,19112147.24,183770.64653846153,546060.23,0.0
CASH_IN,578,129,0,21032819.06,163045.10899224805,674908.16,0.0
CASH_IN,582,117,0,21382224.32,182754.05401709402,673857.14,0.0
CASH_IN,584,82,0,12302594.8,150031.64390243904,599322.31,0.0
CASH_IN,585,533,0,94829861.39,177917.1883489681,715491.07,0.0
CASH_IN,586,490,0,81069209.42,165447.3661632653,598940.68,0.0
CASH_IN,587,725,0,130957260.08,180630.70355862068,753822.07,0.0
CASH_IN,588,1069,0,186973959.63,174905.48141253507,780701.27,0.0
CASH_IN,589,1263,0,233065280.28,184533.08019002376,799493.74,0.0
CASH_IN,590,1330,0,237211547.8,178354.54721804513,878578.01,0.0
CASH_IN,591,1,0,319369.53,319369.53,319369.53,0.0
CASH_IN,592,1330,0,215205111.31,161808.35436842105,755255.5,0.0
CASH_IN,594,1596,0,260110447.95,162976.47114661653,814393.72,0.0
CASH_IN,595,1135,0,176995419.95,155943.10127753302,660366.07,0.0
CASH_IN,596,2055,0,316579074.12,154053.07743065694,769303.99,0.0
CASH_IN,597,635,0,94671848.63,149089.5254015748,777309.07,0.0
CASH_IN,598,192,0,31779458.25,165518.01171875,635027.86,0.0
CASH_IN,599,302,0,49083122.22,162526.8947682119,831674.03,0.0
CASH_IN,601,145,0,24836223.38,171284.2991724138,660908.82,0.0
CASH_IN,608,245,0,43637378.08,178111.74726530613,596639.84,0.0
CASH_IN,610,317,0,48349463.21,152521.9659621451,627821.92,0.0
CASH_IN,612,706,0,119674837.86,169511.10178470254,786752.8,0.0
CASH_IN,613,1,0,73881.3,73881.3,73881.3,0.0
CASH_IN,614,362,0,63424550.92,175205.9417679558,605989.55,0.0
CASH_IN,617,626,0,109840076.45,175463.38091054314,742264.1,0.0
CASH_IN,619,664,0,97654850.85,147070.55850903614,655378.09,0.0
CASH_IN,621,223,0,32641403.07,146374.00479820627,725803.83,0.0
CASH_IN,630,57,0,8716537.79,152921.71561403509,561927.23,0.0
